Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
South Africa,ZAF,2002,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,46.1
South Africa,ZAF,1998,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,18.3
South Africa,ZAF,2002,"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,57.1
South Africa,ZAF,2019,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,35.6803578327848
South Africa,ZAF,2015,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,37.2667407294851
South Africa,ZAF,2010,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,48.8833234546531
South Africa,ZAF,2000,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,47.8791202385952
South Africa,ZAF,2021,Number of infant deaths,SH.DTH.IMRT,31191
South Africa,ZAF,2020,Number of infant deaths,SH.DTH.IMRT,32550
South Africa,ZAF,2019,Number of infant deaths,SH.DTH.IMRT,33263
South Africa,ZAF,2018,Number of infant deaths,SH.DTH.IMRT,32916
South Africa,ZAF,2017,Number of infant deaths,SH.DTH.IMRT,32694
South Africa,ZAF,2016,Number of infant deaths,SH.DTH.IMRT,33563
South Africa,ZAF,2015,Number of infant deaths,SH.DTH.IMRT,34913
South Africa,ZAF,2014,Number of infant deaths,SH.DTH.IMRT,36002
South Africa,ZAF,2013,Number of infant deaths,SH.DTH.IMRT,36680
South Africa,ZAF,2012,Number of infant deaths,SH.DTH.IMRT,37333
South Africa,ZAF,2011,Number of infant deaths,SH.DTH.IMRT,38468
South Africa,ZAF,2010,Number of infant deaths,SH.DTH.IMRT,40957
South Africa,ZAF,2009,Number of infant deaths,SH.DTH.IMRT,47040
South Africa,ZAF,2008,Number of infant deaths,SH.DTH.IMRT,51720
South Africa,ZAF,2007,Number of infant deaths,SH.DTH.IMRT,52924
South Africa,ZAF,2006,Number of infant deaths,SH.DTH.IMRT,53493
South Africa,ZAF,2005,Number of infant deaths,SH.DTH.IMRT,52361
South Africa,ZAF,2004,Number of infant deaths,SH.DTH.IMRT,49863
South Africa,ZAF,2003,Number of infant deaths,SH.DTH.IMRT,47985
South Africa,ZAF,2002,Number of infant deaths,SH.DTH.IMRT,47378
South Africa,ZAF,2001,Number of infant deaths,SH.DTH.IMRT,47370
South Africa,ZAF,2000,Number of infant deaths,SH.DTH.IMRT,48065
South Africa,ZAF,1999,Number of infant deaths,SH.DTH.IMRT,48601
South Africa,ZAF,1998,Number of infant deaths,SH.DTH.IMRT,49092
South Africa,ZAF,1997,Number of infant deaths,SH.DTH.IMRT,50843
South Africa,ZAF,1996,Number of infant deaths,SH.DTH.IMRT,52632
South Africa,ZAF,1995,Number of infant deaths,SH.DTH.IMRT,53272
South Africa,ZAF,1994,Number of infant deaths,SH.DTH.IMRT,53594
South Africa,ZAF,1993,Number of infant deaths,SH.DTH.IMRT,54299
South Africa,ZAF,1992,Number of infant deaths,SH.DTH.IMRT,55735
South Africa,ZAF,1991,Number of infant deaths,SH.DTH.IMRT,57401
South Africa,ZAF,1990,Number of infant deaths,SH.DTH.IMRT,59724
South Africa,ZAF,1989,Number of infant deaths,SH.DTH.IMRT,62735
South Africa,ZAF,1988,Number of infant deaths,SH.DTH.IMRT,65052
South Africa,ZAF,1987,Number of infant deaths,SH.DTH.IMRT,66422
South Africa,ZAF,1986,Number of infant deaths,SH.DTH.IMRT,66087
South Africa,ZAF,1985,Number of infant deaths,SH.DTH.IMRT,65321
South Africa,ZAF,1984,Number of infant deaths,SH.DTH.IMRT,64876
South Africa,ZAF,1983,Number of infant deaths,SH.DTH.IMRT,64820
South Africa,ZAF,1982,Number of infant deaths,SH.DTH.IMRT,65103
South Africa,ZAF,1981,Number of infant deaths,SH.DTH.IMRT,66043
South Africa,ZAF,1980,Number of infant deaths,SH.DTH.IMRT,67765
South Africa,ZAF,1979,Number of infant deaths,SH.DTH.IMRT,69374
South Africa,ZAF,1978,Number of infant deaths,SH.DTH.IMRT,71538
South Africa,ZAF,1977,Number of infant deaths,SH.DTH.IMRT,74314
South Africa,ZAF,1976,Number of infant deaths,SH.DTH.IMRT,77385
South Africa,ZAF,1975,Number of infant deaths,SH.DTH.IMRT,80238
South Africa,ZAF,2019,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,12.9895858197131
South Africa,ZAF,2015,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,12.4227923923809
South Africa,ZAF,2010,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,10.3024793991553
South Africa,ZAF,2000,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,12.8702948535996
South Africa,ZAF,2021,Number of under-five deaths,SH.DTH.MORT,38868
South Africa,ZAF,2020,Number of under-five deaths,SH.DTH.MORT,40628
South Africa,ZAF,2019,Number of under-five deaths,SH.DTH.MORT,41542
South Africa,ZAF,2018,Number of under-five deaths,SH.DTH.MORT,41543
South Africa,ZAF,2017,Number of under-five deaths,SH.DTH.MORT,41600
South Africa,ZAF,2016,Number of under-five deaths,SH.DTH.MORT,42649
South Africa,ZAF,2015,Number of under-five deaths,SH.DTH.MORT,44272
South Africa,ZAF,2014,Number of under-five deaths,SH.DTH.MORT,45430
South Africa,ZAF,2013,Number of under-five deaths,SH.DTH.MORT,46697
South Africa,ZAF,2012,Number of under-five deaths,SH.DTH.MORT,48532
South Africa,ZAF,2011,Number of under-five deaths,SH.DTH.MORT,52376
South Africa,ZAF,2010,Number of under-five deaths,SH.DTH.MORT,58937
South Africa,ZAF,2009,Number of under-five deaths,SH.DTH.MORT,69019
South Africa,ZAF,2008,Number of under-five deaths,SH.DTH.MORT,77114
South Africa,ZAF,2007,Number of under-five deaths,SH.DTH.MORT,80698
South Africa,ZAF,2006,Number of under-five deaths,SH.DTH.MORT,83004
South Africa,ZAF,2005,Number of under-five deaths,SH.DTH.MORT,80802
South Africa,ZAF,2004,Number of under-five deaths,SH.DTH.MORT,77009
South Africa,ZAF,2003,Number of under-five deaths,SH.DTH.MORT,74198
South Africa,ZAF,2002,Number of under-five deaths,SH.DTH.MORT,72885
South Africa,ZAF,2001,Number of under-five deaths,SH.DTH.MORT,72166
South Africa,ZAF,2000,Number of under-five deaths,SH.DTH.MORT,71882
South Africa,ZAF,1999,Number of under-five deaths,SH.DTH.MORT,71546
South Africa,ZAF,1998,Number of under-five deaths,SH.DTH.MORT,70961
South Africa,ZAF,1997,Number of under-five deaths,SH.DTH.MORT,71319
South Africa,ZAF,1996,Number of under-five deaths,SH.DTH.MORT,72022
South Africa,ZAF,1995,Number of under-five deaths,SH.DTH.MORT,71725
South Africa,ZAF,1994,Number of under-five deaths,SH.DTH.MORT,71410
South Africa,ZAF,1993,Number of under-five deaths,SH.DTH.MORT,71852
South Africa,ZAF,1992,Number of under-five deaths,SH.DTH.MORT,73367
South Africa,ZAF,1991,Number of under-five deaths,SH.DTH.MORT,75373
South Africa,ZAF,1990,Number of under-five deaths,SH.DTH.MORT,78080
South Africa,ZAF,1989,Number of under-five deaths,SH.DTH.MORT,81397
South Africa,ZAF,1988,Number of under-five deaths,SH.DTH.MORT,83983
South Africa,ZAF,1987,Number of under-five deaths,SH.DTH.MORT,85623
South Africa,ZAF,1986,Number of under-five deaths,SH.DTH.MORT,85633
South Africa,ZAF,1985,Number of under-five deaths,SH.DTH.MORT,85358
South Africa,ZAF,1984,Number of under-five deaths,SH.DTH.MORT,85568
South Africa,ZAF,1983,Number of under-five deaths,SH.DTH.MORT,86323
South Africa,ZAF,1982,Number of under-five deaths,SH.DTH.MORT,87587
South Africa,ZAF,1981,Number of under-five deaths,SH.DTH.MORT,89671
South Africa,ZAF,1980,Number of under-five deaths,SH.DTH.MORT,92704
South Africa,ZAF,1979,Number of under-five deaths,SH.DTH.MORT,95726
South Africa,ZAF,2019,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,51.3300565987341
South Africa,ZAF,2015,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,50.3104679515096
South Africa,ZAF,2010,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,40.8141965079597
South Africa,ZAF,2000,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,39.2505854396478
South Africa,ZAF,2021,Number of neonatal deaths,SH.DTH.NMRT,12979
South Africa,ZAF,2020,Number of neonatal deaths,SH.DTH.NMRT,13277
South Africa,ZAF,2019,Number of neonatal deaths,SH.DTH.NMRT,13765
South Africa,ZAF,2018,Number of neonatal deaths,SH.DTH.NMRT,13506
South Africa,ZAF,2017,Number of neonatal deaths,SH.DTH.NMRT,13000
South Africa,ZAF,2016,Number of neonatal deaths,SH.DTH.NMRT,12738
South Africa,ZAF,2015,Number of neonatal deaths,SH.DTH.NMRT,13020
South Africa,ZAF,2014,Number of neonatal deaths,SH.DTH.NMRT,13233
South Africa,ZAF,2013,Number of neonatal deaths,SH.DTH.NMRT,13263
South Africa,ZAF,2012,Number of neonatal deaths,SH.DTH.NMRT,13468
South Africa,ZAF,2011,Number of neonatal deaths,SH.DTH.NMRT,13703
South Africa,ZAF,2010,Number of neonatal deaths,SH.DTH.NMRT,14068
South Africa,ZAF,2009,Number of neonatal deaths,SH.DTH.NMRT,14738
South Africa,ZAF,2008,Number of neonatal deaths,SH.DTH.NMRT,16020
South Africa,ZAF,2007,Number of neonatal deaths,SH.DTH.NMRT,15478
South Africa,ZAF,2006,Number of neonatal deaths,SH.DTH.NMRT,15753
South Africa,ZAF,2005,Number of neonatal deaths,SH.DTH.NMRT,15754
South Africa,ZAF,2004,Number of neonatal deaths,SH.DTH.NMRT,15711
South Africa,ZAF,2003,Number of neonatal deaths,SH.DTH.NMRT,15538
South Africa,ZAF,2002,Number of neonatal deaths,SH.DTH.NMRT,15612
South Africa,ZAF,2001,Number of neonatal deaths,SH.DTH.NMRT,16308
South Africa,ZAF,2000,Number of neonatal deaths,SH.DTH.NMRT,16983
South Africa,ZAF,1999,Number of neonatal deaths,SH.DTH.NMRT,18350
South Africa,ZAF,1998,Number of neonatal deaths,SH.DTH.NMRT,19244
South Africa,ZAF,1997,Number of neonatal deaths,SH.DTH.NMRT,20367
South Africa,ZAF,1996,Number of neonatal deaths,SH.DTH.NMRT,22403
South Africa,ZAF,1995,Number of neonatal deaths,SH.DTH.NMRT,23677
South Africa,ZAF,1994,Number of neonatal deaths,SH.DTH.NMRT,24251
South Africa,ZAF,1993,Number of neonatal deaths,SH.DTH.NMRT,24897
South Africa,ZAF,1992,Number of neonatal deaths,SH.DTH.NMRT,25482
South Africa,ZAF,1991,Number of neonatal deaths,SH.DTH.NMRT,26438
South Africa,ZAF,1990,Number of neonatal deaths,SH.DTH.NMRT,26916
South Africa,ZAF,1989,Number of neonatal deaths,SH.DTH.NMRT,28293
South Africa,ZAF,1988,Number of neonatal deaths,SH.DTH.NMRT,29209
South Africa,ZAF,1987,Number of neonatal deaths,SH.DTH.NMRT,29853
South Africa,ZAF,1986,Number of neonatal deaths,SH.DTH.NMRT,29619
South Africa,ZAF,1985,Number of neonatal deaths,SH.DTH.NMRT,28673
South Africa,ZAF,1984,Number of neonatal deaths,SH.DTH.NMRT,28123
South Africa,ZAF,1983,Number of neonatal deaths,SH.DTH.NMRT,27522
South Africa,ZAF,1982,Number of neonatal deaths,SH.DTH.NMRT,27264
South Africa,ZAF,1981,Number of neonatal deaths,SH.DTH.NMRT,26777
South Africa,ZAF,1980,Number of neonatal deaths,SH.DTH.NMRT,26856
South Africa,ZAF,1979,Number of neonatal deaths,SH.DTH.NMRT,26732
South Africa,ZAF,1978,Number of neonatal deaths,SH.DTH.NMRT,26457
South Africa,ZAF,1977,Number of neonatal deaths,SH.DTH.NMRT,26440
South Africa,ZAF,1976,Number of neonatal deaths,SH.DTH.NMRT,26534
South Africa,ZAF,2021,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,66.7
South Africa,ZAF,2020,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,66.6
South Africa,ZAF,2019,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,66.5
South Africa,ZAF,2018,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,66.4
South Africa,ZAF,2017,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,66.3
South Africa,ZAF,2016,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,66.3
South Africa,ZAF,2015,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,66.2
South Africa,ZAF,2014,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,66.2
South Africa,ZAF,2013,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,66.3
South Africa,ZAF,2012,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,66.3
South Africa,ZAF,2011,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,66.3
South Africa,ZAF,2010,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,66.3
South Africa,ZAF,2009,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,66
South Africa,ZAF,2008,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,65.7
South Africa,ZAF,2007,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,65.3
South Africa,ZAF,2006,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,64.9
South Africa,ZAF,2005,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,64.4
South Africa,ZAF,2004,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,63.9
South Africa,ZAF,2003,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,63.4
South Africa,ZAF,2002,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,62.8
South Africa,ZAF,2001,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,62.1
South Africa,ZAF,2000,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,61.3
South Africa,ZAF,1999,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,60.4
South Africa,ZAF,1998,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,59.5
South Africa,ZAF,1997,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,58.5
South Africa,ZAF,1996,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,57.4
South Africa,ZAF,1995,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,56.3
South Africa,ZAF,1994,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,55
South Africa,ZAF,1993,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,53.6
South Africa,ZAF,1992,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,52.1
South Africa,ZAF,1991,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,50.3
South Africa,ZAF,1990,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,48.7
South Africa,ZAF,2021,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,18.3
South Africa,ZAF,2020,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,18.4
South Africa,ZAF,2019,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,18.6
South Africa,ZAF,2018,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,18.6
South Africa,ZAF,2017,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,18.5
South Africa,ZAF,2016,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,18.4
South Africa,ZAF,2015,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,18.2
South Africa,ZAF,2014,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,17.9
South Africa,ZAF,2013,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,17.5
South Africa,ZAF,2012,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,17.2
South Africa,ZAF,2011,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,16.8
South Africa,ZAF,2010,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,16.3
South Africa,ZAF,2009,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,15.9
South Africa,ZAF,2008,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,15.6
South Africa,ZAF,2007,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,15.2
South Africa,ZAF,2006,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,14.9
South Africa,ZAF,2005,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,14.6
